staff_name,publication,publication_year
Qing LI,Multicriteria optimization that minimizes maximum stress and maximizes stiffness,2002
Qing LI,Structural topology design with multiple thermal criteria,2000
Qing LI,Fibre reinforced composite dental bridge.: Part I: experimental investigation,2004
Qing LI,Crash responses under multiple impacts and residual properties of CFRP and aluminum tubes,2018
Qing LI,Load bearing and failure characteristics of perforated square CFRP tubes under axial crushing,2017
Qing LI,Variable fidelity design based surrogate and artificial bee colony algorithm for sheet metal forming process,2012
Qing LI,Fibre reinforced composite dental bridge. Part II: numerical investigation,2004
Qing LI,On failure mechanisms in CFRP/Al adhesive joints after hygrothermal aging degradation following by mechanical tests,2021
Qing LI,An experimental study on fatigue characteristics of CFRP-steel hybrid laminates,2015
Qing LI,Design optimization of bioinspired helicoidal CFRPP/GFRPP hybrid composites for multiple low-velocity impact loads,2022
Qing LI,Multiobjective optimization of perforated square CFRP tubes for crashworthiness,2020
Qing LI,A Hybrid Adaptive Kriging-based Single Loop Approach for Complex Reliability-based Design Optimization Problems,2021
Qing LI,On Reliability Analysis Method through Rotational Sparse Grid Nodes,2021
Qing LI,On crushing responses of filament winding CFRP/aluminum and GFRP/CFRP/aluminum hybrid structures,2020
Qing LI,Bone’s responses to different designs of implant-supported fixed partial dentures,2015
Qing LI,A continuum sensitivity method for the design of multi-stage metal forming processes,2003
Qing LI,Digital image correlation (DIC) based damage detection for CFRP laminates by using machine learning based image semantic segmentation,2022
Qing LI,Crushing responses and energy absorption behaviors of multi-cell CFRP tubes,2020
Qing LI,Residual crashworthiness of CFRP structures with pre-impact damage – An experimental and numerical study,2018
Qing LI,Determination of mechanical properties of the weld line by combining micro-indentation with inverse modeling,2014
Qing LI,Robust topology optimization for multiple fiber reinforced plastic (FRP) composites under loading uncertainties,2019
Qing LI,Investigation of Mucosa-Induced Residual Ridge Resorption under Implant-Retained Overdentures and Complete Dentures in the Mandible,2015
Qing LI,Evolutionary structural optimization for stress minimization problems by discrete thickness design,2000
Qing LI,On lateral crashworthiness of aluminum/composite hybrid structures,2020
Qing LI,Optimization design of corrugated beam guardrail based on RBF-MQ surrogate model and collision safety consideration,2014
Qing LI,Time-dependent topology optimization of bone plates considering bone remodeling,2020
Qing LI,Experimental investigation on high strength steel (HSS) tailor-welded blanks (TWBs),2014
Qing LI,An Evolutionary Shape Optimization for Elastic Contact Problems Subject to Multiple Load Cases,2005
Qing LI,Lightweight metallic cellular materials: A systematic review on mechanical characteristics and engineering applications,2024
Qing LI,Synthetic bone-like structures through omnidirectional ceramic bioprinting in cell suspensions,2021
Qing LI,Multi-objective topology optimization of a vehicle door using multiple material tailor-welded blank (TWB) technology,2018
Qing LI,Numerical homogenization for incompressible materials using selective smoothed finite element method,2015
Qing LI,"Monolithic Crowns Fracture Analysis: The Effect of Material Properties, Cusp Angle and Crown Thickness",2020
Qing LI,Multiobjective reliability-based optimization for crashworthy structures coupled with metal forming process,2017
Qing LI,Bone Morphological Effects on Post-implantation Remodeling of Maxillary Anterior Buccal Bone: a Clinical and Biomechanical Study,2017
Qing LI,Fracture behaviors of ceramic tissue scaffolds for load bearing applications,2016
Qing LI,Characterization of cuttlebone for a biomimetic design of cellular structures,2010
Qing LI,Evolutionary shape optimization for stress minimization,1999
Qing LI,Characterization of initial and subsequent yield behaviors of closed-cell aluminum foams under multiaxial loadings,2020
Qing LI,Smoothed finite element method with exact solutions in heat transfer problems,2014
Qing LI,Experimental investigation into transverse crashworthiness of CFRP adhesively bonded joints in vehicle structure,2013
Qing LI,Three dimensional quantification of mandibular bone remodeling using standard tessellation language registration based superimposition,2013
Qing LI,Phase field fracture in elasto-plastic solids: a length-scale insensitive model for quasi-brittle materials,2020
Qing LI,Crashworthiness study on functionally graded thin-walled structures,2015
Qing LI,Computational design for multifunctional microstructural composites,2009
Qing LI,Fatigue behavior of CFRP/Al Adhesive joints - Failure mechanism study using digital image correlation (DIC) Technique,2022
Qing LI,Modelling of stress distribution and fracture in dental occlusal fissures,2019
Qing LI,Computational and Clinical Investigation on the Role of Mechanical Vibration on Orthodontic Tooth Movement,2017
Qing LI,Experimental study on residual properties of carbon fibre reinforced plastic (CFRP) and aluminum single-lap adhesive joints at different strain rates after transverse pre-impact,2019
Qing LI,Influence of tooth removal on mandibular bone response to mastication,2008
Qing LI,Level-set topology optimization for maximizing fracture resistance of brittle materials using phase field fracture model,2020
Qing LI,Mechanical benefits of conservative restoration for dental fissure caries,2016
Qing LI,Vibration-based damage identification in composite plates using 3D-DIC and wavelet analysis,2022
Qing LI,Fatigue behavior of carbon fibre reinforced plastic and aluminum single-lap adhesive joints after the transverse pre-impact,2021
Qing LI,The mystery of coconut overturns the crashworthiness design of composite materials,2020
Qing LI,Fracture behavior of inlay and onlay fixed partial dentures – an in-vitro experimental and XFEM modeling study,2016
Qing LI,Design optimization of scaffold microstructures using wall shear stress criterion towards regulated flow-induced erosion,2011
Qing LI,Numerical simulation of crack formation in all ceramic dental bridge,2006
Qing LI,On quasi-static behaviors of different joint methods for connecting carbon fiber reinforce plastic (CFRP) laminate and aluminum alloy,2021
Qing LI,Failure mechanisms in carbon fiber reinforced plastics (CFRP) / aluminum (Al) adhesive bonds subjected to low-velocity transverse pre-impact following by axial post-tension,2019
Qing LI,Multiobjective optimization design for vehicle occupant restraint system under frontal impact,2013
Qing LI,A strength-based multiple cutout optimization in composite plates using fixed grid finite element method,2006
Qing LI,On the effects of temperature on tensile behavior of carbon fiber reinforced epoxy laminates,2021
Qing LI,Topological Design of All-Ceramic Dental Bridges for Enhancing Fracture Resistance,2016
Qing LI,Yielding behaviors of polymeric scaffolds with implications to tissue engineering,2016
Qing LI,In-vivo Effects of Different Orthodontic Loading on Root Resorption and Correlation to Mechanobiological Stimulus in Periodontal Ligament,2019
Qing LI,The relation of constant mean curvature surfaces to multiphase composites with extremal thermal conductivity,2007
Qing LI,Mechanical characterization and numerical modeling on the yielding and fracture behaviors of Polymethacrylimide (PMI) foam materials,2022
Qing LI,A novel failure criterion based upon forming limit curve for thermoplastic composites,2020
Qing LI,Parallelized Multiobjective Efficient Global Optimization Algorithm and Its Applications,2020
Qing LI,Role of implant configurations supporting three-unit fixed partial denture on mandibular bone response: biological-data-based finite element study,2016
Qing LI,Identification of mechanical properties of the weld line by combining 3D digital image correlation with inverse modeling procedure,2014
Qing LI,A comparative mechanical and bone remodelling study of all-ceramic posterior inlay and onlay fixed partial dentures,2012
Qing LI,Microstructural design of connective base cells for functionally graded materials,2008
Qing LI,Identification of the cell-wall material properties of closed-cell aluminum foams based upon Vickers nano-indentation tests,2020
Qing LI,Nondestructive characterization of bone tissue scaffolds for clinical scenarios,2019
Qing LI,Crashworthiness optimization with uncertainty from surrogate model and numerical error,2018
Qing LI,Topology Optimization of Multicell Tubes Under Out-of-Plane Crushing Using a Modified Artificial Bee Colony Algorithm,2017
Qing LI,Sensitivity analysis of bi-layered ceramic dental restorations,2012
Qing LI,Finite element based bone remodeling and resonance frequency analysis for osseointegration assessment of dental implants,2011
Qing LI,Parallelized optimization design of bumper systems under multiple low-speed impact loads,2021
Qing LI,Development of HEATHER for Cochlear Implant Stimulation Using a New Modeling Workflow,2015
Qing LI,Experimental study on interface failure behavior of 3D printed continuous fiber reinforced composites,2022
Qing LI,Optimization for formability of plain woven carbon fiber fabrics,2021
Qing LI,On strain rate and temperature dependent mechanical properties and constitutive models for additively manufactured polylactic acid (PLA),2022
Qing LI,On multiaxial failure behavior of closed-cell aluminum foams under medium strain rates,2021
Qing LI,Effect of thermal and hydrothermal aging on the crashworthiness of carbon fiber reinforced plastic composite tubes,2023
Qing LI,A time-dependent mechanobiology-based topology optimization to enhance bone growth in tissue scaffolds,2021
Qing LI,Biomechanical Analysis of Bone Remodeling Following Mandibular Reconstruction using Fibula Free Flap,2018
Qing LI,Effects of design parameters on fracture resistance of glass simulated dental crowns,2016
Qing LI,Atomic layer deposition of Al2O3 and Al2O3/TiO2 barrier coatings to reduce the water vapour permeability of polyetheretherketone,2015
Qing LI,A contact finite element algorithm for the multileaf spring of vehicle suspension systems,2004
Qing LI,An evolutionary approach to elastic contact optimization of frame structures,2003
Qing LI,Computational design of microstructural composites with tailored thermal conductivity,2008
Qing LI,A modular design strategy to integrate mechanotransduction concepts in scaffold-based bone tissue engineering,2020
Qing LI,"Multiobjective optimization of cartilage stress for non-invasive, patient-specific recommendations of high tibial osteotomy correction angle",2017
Qing LI,On design of carbon fiber reinforced plastic (CFRP) laminated structure with different failure criteria,2021
Qing LI,Fracture modeling of brittle biomaterials by the phase-field method,2020
Qing LI,Simultaneous discrete topology optimization of ply orientation and thickness for carbon fiber reinforced plastic (CFRP) laminated structures,2019
Qing LI,Crashworthiness design of a steel-aluminum hybrid rail using multi-response objective-oriented sequential optimization,2017
